budget,revenue,original_title,homepage,director,runtime,genres,vote_average,release_year
12000000,1456675,Life of Crime,0,Daniel Schechter,94,Comedy|Crime,5.6,2013
195000000,197687603,Jack the Giant Slayer,1,Bryan Singer,114,Action|Family|Fantasy,5.5,2013
30000000,62616646,Runner Runner,1,Brad Furman,91,Crime|Thriller|Drama,5.5,2013
55000000,9489829,Bullet to the Head,0,Walter Hill,92,Action|Crime|Thriller,5.2,2013
11000000,7847000,What If,0,Michael Dowse,93,Drama|Comedy|Romance,6.7,2013
26000000,51164106,Delivery Man,0,Ken Scott,105,Comedy,6.1,2013
32000000,126041322,This Is the End,1,Seth Rogen|Evan Goldberg,107,Action|Comedy,6.2,2013
15000000,151831537,Jackass Presents: Bad Grandpa,0,Jeff Tremaine,92,Comedy,6.1,2013
35000000,46216641,Parker,0,Taylor Hackford,118,Action|Crime,5.6,2013
130000000,243843127,After Earth,0,M. Night Shyamalan,100,Science Fiction|Action|Adventure,5.1,2013
43000000,158674180,The Heat,0,Paul Feig,117,Action|Comedy|Crime,6.6,2013
35000000,112544580,Saving Mr. Banks,0,John Lee Hancock,125,Comedy|Drama|History,7.3,2013
28000000,29000000,Kick-Ass 2,0,Jeff Wadlow,103,Action|Adventure|Crime,6.3,2013
5000000,44030246,Oculus,0,Mike Flanagan,104,Horror,6.2,2013
255000000,89289910,The Lone Ranger,1,Gore Verbinski,149,Action|Adventure|Western,6.0,2013
60000000,105200903,Gangster Squad,1,Ruben Fleischer,113,Crime|Drama|Action|Thriller,6.1,2013
35000000,173965010,Identity Thief,1,Seth Gordon,111,Comedy|Crime,5.6,2013
12000000,12077441,Stoker,1,Chan-wook Park,99,Drama|Horror|Thriller,6.3,2013
9000000,6108720,All Is Lost,0,J.C. Chandor,106,Action|Adventure|Drama,6.5,2013
20000000,47241945,Texas Chainsaw 3D,0,John Luessenhop,92,Horror|Thriller,5.4,2013
2500000,6854611,The Spectacular Now,1,James Ponsoldt,95,Comedy|Drama|Romance,6.8,2013
20000000,24261569,Trance,0,Danny Boyle,101,Thriller|Crime|Drama|Mystery,6.4,2013
50000000,173649015,Anchorman 2: The Legend Continues,0,Adam McKay,119,Comedy,6.0,2013
200000000,491868548,Oz: The Great and Powerful,1,Sam Raimi,130,Fantasy|Adventure|Family,5.6,2013
135000000,282570682,Turbo,1,David Soren,96,Animation|Family,6.1,2013
20000000,8352885,Redemption,1,Steven Knight,100,Action|Thriller,5.7,2013
25000000,86175291,Pain & Gain,1,Michael Bay,130,Thriller|Crime|Action,6.1,2013
44000000,63327201,The Host,0,Andrew Niccol,125,Action|Adventure|Romance|Science Fiction|Thriller,6.0,2013
30000000,4861022,Oldboy,0,Spike Lee,104,Drama|Thriller|Mystery|Action,6.0,2013
18000000,20275812,Labor Day,0,Jason Reitman,111,Drama,6.6,2013
15000000,146497771,Mama,1,Andy Muschietti,100,Horror,6.0,2013
32000000,57284237,The Physician,0,Philipp StÃ¶lzl,155,Adventure|Drama|History,7.2,2013
13000000,18000000,Admission,0,Paul Weitz,107,Comedy|Drama|Romance,5.4,2013
25000000,115922175,The Butler,0,Lee Daniels,132,Drama,7.2,2013
6000000,32438988,Movie 43,0,Steven Brill|Elizabeth Banks|Steve Carr|Rusty Cundieff|James Duffy|Griffin Dunne|Peter Farrelly|Patrik Forsberg|James Gunn|Brett Ratner|Will Graham|Jonathan van Tulleken,90,Comedy,4.4,2013
13000000,48065672,21 & Over,0,Scott Moore|Jon Lucas,93,Comedy,5.7,2013
40000000,74597643,Escape from Planet Earth,1,Callan Brunker,89,Animation|Comedy|Adventure|Family|Science Fiction,5.8,2013
40000000,44907260,Grudge Match,0,Peter Segal,113,Comedy,6.0,2013
10900000,16505460,Belle,0,Amma Asante,105,Drama,7.1,2013
12000000,15008161,Machete Kills,0,Robert Rodriguez,107,Action|Crime|Thriller,5.2,2013
28000000,97594140,Safe Haven,0,Lasse HallstrÃ¶m,115,Romance,6.8,2013
9500000,7800000,Bad Words,0,Jason Bateman,88,Comedy,6.2,2013
15000000,19145732,The Bling Ring,0,Sofia Coppola,90,Drama|Crime,5.3,2013
11000000,3639345,Empire State,0,Dito Montiel,94,Action|Drama,5.0,2013
23000000,15600000,Behind the Candelabra,0,Steven Soderbergh,118,Drama|Romance,6.6,2013
78000000,248384621,Cloudy with a Chance of Meatballs 2,0,Cody Cameron|Kris Pearn,95,Animation|Family|Comedy,6.4,2013
18000000,97505481,Blue Jasmine,0,Woody Allen,98,Comedy|Drama,6.9,2013
28000000,1021398,Third Person,0,Paul Haggis,137,Drama|Romance,5.6,2013
2500000,60141683,A Haunted House,1,Michael Tiddes,86,Comedy|Horror,5.5,2013
4800000,10337387,Only God Forgives,0,Nicolas Winding Refn,90,Drama|Thriller|Crime,5.3,2013
30000000,63372757,Side Effects,1,Steven Soderbergh,106,Thriller|Crime|Drama,6.3,2013
13500000,19255873,La migliore offerta,1,Giuseppe Tornatore,124,Drama|Romance|Crime|Mystery,7.7,2013
30000000,27437881,The Incredible Burt Wonderstone,0,Don Scardino,100,Comedy,5.2,2013
10000000,21587700,Mud,0,Jeff Nichols,130,Drama,6.9,2013
16000000,318982,Adore,0,Anne Fontaine,100,Drama,6.2,2013
18000000,22309223,The Railway Man,0,Jonathan Teplitzky,116,Drama|History,6.6,2013
56000000,19701164,Broken City,1,Allen Hughes,109,Thriller|Crime|Drama,5.7,2013
80000000,126546518,Walking With Dinosaurs,1,Neil Nightingale|Barry Cook,87,Animation|Family|Adventure,5.0,2013
2900000,74918,No One Lives,1,RyÃ»hei Kitamura,86,Horror|Thriller,5.3,2013
8500000,9747,Welcome to the Punch,0,Eran Creevy,99,Action|Adventure|Crime,5.5,2013
60000000,60052138,Beautiful Creatures,0,Richard LaGravenese,124,Fantasy|Drama|Romance,5.5,2013
27220000,5496951,The Frozen Ground,0,Scott Walker,105,Thriller|Crime,6.2,2013
105000000,347434178,The Smurfs 2,1,Raja Gosnell,105,Fantasy|Family|Comedy|Animation,5.5,2013
16000000,5867686,The Immigrant,1,James Gray,120,Drama|Romance,6.0,2013
40000000,95020213,42,0,Brian Helgeland,128,Drama,6.8,2013
10000000,1585582,Lovelace,0,Rob Epstein|Jeffrey Friedman,92,Drama,6.0,2013
4600000,23198652,The Way Way Back,0,Jim Rash|Nat Faxon,103,Comedy|Drama,7.1,2013
28000000,8555008,The Fifth Estate,0,Bill Condon,128,Drama|Thriller,5.6,2013
25000000,6399,The Adventurer: The Curse of the Midas Box,0,Jonathan Newman,99,Fantasy|Adventure|Family,5.2,2013
25500000,2415472,Blood Ties,0,Guillaume Canet,128,Thriller|Crime|Drama,5.8,2013
120000000,415440673,The Wolverine,1,James Mangold,126,Action|Science Fiction|Adventure|Fantasy,6.4,2013
35000000,42930462,Snitch,0,Ric Roman Waugh,112,Thriller|Drama,5.7,2013
55000000,110000000,Free Birds,0,Jimmy Hayward,91,Animation|Comedy|Family,5.8,2013
12000000,17654912,Nebraska,0,Alexander Payne,115,Drama|Adventure,7.3,2013
20000000,78378744,Scary Movie 5,0,Malcolm D. Lee,86,Comedy,4.6,2013
25000000,2054941,Man of Tai Chi,0,Keanu Reeves,105,Action|Drama,5.6,2013
8500000,22456509,Baggage Claim,0,David E. Talbert,96,Comedy,5.8,2013
25000000,74188937,August: Osage County,0,John Wells,121,Comedy|Drama,6.8,2013
3000000,11176469,Before Midnight,0,Richard Linklater,108,Romance|Drama,7.1,2013
5000000,86362372,Paranormal Activity: The Marked Ones,0,Christopher B. Landon,84,Horror|Thriller,5.3,2013
12000000,35931410,Jobs,1,Joshua Michael Stern,128,Drama|History,6.0,2013
3500000,25174316,Dark Skies,0,Scott Stewart,97,Science Fiction|Thriller|Horror,6.0,2013
1000000,2963902,In a World...,1,Lake Bell,93,Comedy,6.4,2013
35000000,13785015,Paranoia,0,Robert Luketic,106,Drama|Thriller,5.6,2013
5000000,1189612,Repentance,0,Philippe Caland,90,Horror|Thriller,4.8,2013
22000000,15400000,Out of the Furnace,0,Scott Cooper,116,Thriller|Drama|Crime,6.4,2013
1500000,3566225,The To Do List,1,Maggie Carey,104,Comedy|Romance,5.6,2013
160000000,788679850,Fast & Furious 6,1,Justin Lin,130,Action|Thriller|Crime,6.6,2013
20000000,16549477,Battle of the Year,0,Benson Lee,110,Music|Drama,5.9,2013
100000,444098,Upstream Color,0,Shane Carruth,96,Drama|Science Fiction,6.5,2013
20000000,27187375,Khumba,1,Anthony Silverston,85,Animation|Adventure|Family,5.8,2013
10000000,30283,Jimmy P.,0,Arnaud Desplechin,117,Drama,4.6,2013
17500000,7018189,Black Nativity,1,Kasi Lemmons,93,Drama|Music,6.2,2013
4000000,9221,The Sacrament,0,Ti West,99,Mystery|Horror|Thriller,5.4,2013
7000000,6147,Sweetwater,0,Logan Miller,95,Western|Thriller,5.7,2013
10000000,1034589,Phantom,0,Todd Robinson,99,Thriller,5.4,2013
8000000,9630444,Wolf Creek 2,1,Greg McLean,106,Horror|Thriller,5.6,2013
18000000,7972967,Metallica: Through the Never,0,NimrÃ³d Antal,93,Music,6.6,2013
70000000,18662027,Legends of Oz: Dorothy's Return,1,Dan St. Pierre,88,Animation|Music|Family,6.1,2013
4900000,2159041,Austenland,0,Jerusha Hess,97,Comedy|Romance,6.6,2013
6500000,2401510,The East,1,Zal Batmanglij,116,Drama|Thriller,6.3,2013
17000000,71625195,The Best Man Holiday,0,Malcolm D. Lee,123,Comedy,7.0,2013
33000000,9494789,The Young and Prodigious T.S. Spivet,0,Jean-Pierre Jeunet,105,Adventure|Drama|Family,6.7,2013
250000,56825,The Canyons,1,Paul Schrader,99,Thriller|Drama,4.4,2013
15,122,Make Your Move,0,Duane Adler,110,Music,5.9,2013
4000000,350006,The Face of Love,0,Arie Posin,92,Drama|Romance,5.8,2013
10000000,653651,Parkland,0,Peter Landesman,94,History|Drama|Thriller|Mystery,5.8,2013
5000000,15179302,The Last Exorcism Part II,0,Ed Gass-Donnelly,88,Horror|Thriller,4.5,2013
6000000,1066471,What Maisie Knew,1,Scott McGehee|David Siegel,93,Drama,7.5,2013
35000000,27330000,Mandela: Long Walk to Freedom,0,Justin Chadwick,141,Drama|History,6.5,2013
12000000,100129872,Philomena,0,Stephen Frears,98,Drama,7.4,2013
10,11,Hross Ã­ oss,1,Benedikt Erlingsson,85,Drama|Romance|Comedy,6.5,2013
15000000,21766271,Diana,0,Oliver Hirschbiegel,113,Drama|Romance,5.0,2013
7500000,1359910,Gimme Shelter,0,Ron Krauss,101,Drama,6.4,2013
18000000,10501938,Getaway,1,Courtney Solomon,90,Action|Crime,5.0,2013
1052753,466088,On the Job,0,Erik Matti,120,Action|Crime,5.9,2013
3000000,1675381,Nothing Left to Fear,0,Anthony Leonardi III,100,Horror,4.6,2013
1200000,2861020,Home Run,1,David Boyd,114,Drama,6.5,2013
58000000,44000000,The Internship,1,Shawn Levy,119,Comedy,6.1,2013
30000000,68129518,Ð¡Ñ‚Ð°Ð»Ð¸Ð½Ð³Ñ€Ð°Ð´,1,Fyodor Bondarchuk,131,War|Action,5.5,2013
19000000,381109762,Back to the Future,1,Robert Zemeckis,116,Adventure|Comedy|Science Fiction|Family,7.8,1985
1000000,51525171,The Breakfast Club,0,John Hughes,97,Comedy|Drama,7.6,1985
20000000,18432000,Ladyhawke,0,Richard Donner,121,Adventure|Fantasy,6.6,1985
12305523,36230219,Mad Max Beyond Thunderdome,0,George Miller|George Ogilvie,107,Action|Adventure|Drama|Science Fiction,5.8,1985
30000000,152427960,A View to a Kill,1,John Glen,131,Adventure|Action|Thriller,5.8,1985
25000000,15502112,Legend,0,Ridley Scott,114,Action|Adventure|Fantasy|Romance,6.3,1985
19000000,61389680,The Goonies,0,Richard Donner,114,Adventure|Comedy|Family,7.2,1985
3000000,29999213,A Nightmare on Elm Street Part 2: Freddy's Revenge,0,Jack Sholder,87,Horror,5.7,1985
44000000,300400432,Rambo: First Blood Part II,0,George P. Cosmatos,96,Action|Adventure|Drama|Thriller|War,6.2,1985
31000000,128499205,Out of Africa,0,Sydney Pollack,161,Drama,6.7,1985
31000000,300473716,Rocky IV,0,Sylvester Stallone,91,Drama,6.6,1985
25000000,21288692,The Black Cauldron,0,Ted Berman|Richard Rich,80,Animation,6.2,1985
15000000,146292009,The Color Purple,0,Steven Spielberg,154,Drama,7.5,1985
10000000,57500000,Commando,0,Mark L. Lester,90,Action|Adventure|Thriller,6.3,1985
12500000,238227,King Solomon's Mines,0,J. Lee Thompson,100,Action|Adventure|Comedy,4.9,1985
4000000,14237000,The Return of the Living Dead,0,Dan O'Bannon,91,Comedy|Horror,7.1,1985
12000000,68706993,Witness,0,Peter Weir,113,Crime|Drama|Romance|Thriller,6.7,1985
9000000,24922237,Fright Night,0,Tom Holland,106,Horror|Thriller|Comedy,6.8,1985
17900000,6948633,Red Sonja,0,Richard Fleischer,89,Adventure|Fantasy|Action,5.2,1985
3500000,34000000,Day of the Dead,0,George A. Romero,102,Horror|Science Fiction,6.7,1985
15000000,14643997,Clue: The Movie,0,Jonathan Lynn,94,Comedy|Thriller|Crime|Mystery,7.1,1985
2200000,21930418,Friday the 13th: A New Beginning,0,Danny Steinmann,92,Horror|Thriller,5.2,1985
50000000,23717291,Santa Claus: The Movie,0,Jeannot Szwarc,108,Adventure|Comedy|Fantasy|Science Fiction|Family,5.9,1985
15000000,10631333,The Purple Rose of Cairo,0,Woody Allen,82,Fantasy|Comedy|Romance,7.0,1985
25000000,96773200,The Jewel of the Nile,0,Lewis Teague,106,Action|Adventure|Comedy|Romance,6.1,1985
900000,2023414,Re-Animator,0,Stuart Gordon,86,Science Fiction|Comedy|Horror,6.9,1985
9000000,20518905,Porky's Revenge,0,James Komack,92,Comedy,4.4,1985
4500000,10609321,After Hours,0,Martin Scorsese,97,Comedy|Thriller|Drama,7.0,1985
6000000,40940662,Pee-wee's Big Adventure,0,Tim Burton,90,Adventure|Comedy|Family,6.5,1985
20000000,45833132,Brewster's Millions,0,Walter Hill,97,Comedy,6.5,1985
5000000,27400000,Desperately Seeking Susan,0,Susan Seidelman,104,Drama|Action|Comedy|Romance,6.2,1985
9000000,7936012,Runaway Train,0,Andrei Konchalovsky,111,Action|Thriller,6.6,1985
25000000,11137801,Return to Oz,0,Walter Murch,113,Adventure|Fantasy|Science Fiction|Family,6.0,1985
5000000,502758,Mishima: A Life in Four Chapters,0,Paul Schrader,121,Drama,6.3,1985
3200000,10000000,Once Bitten,0,Howard Storm,94,Horror|Comedy|Romance,5.5,1985
10000000,25754284,The Last Dragon,0,Michael Schultz,108,Action|Adventure|Comedy|Drama,6.8,1985
25000000,9873044,Explorers,0,Joe Dante,109,Adventure|Family|Fantasy|Romance|Science Fiction,6.1,1985
19000000,12918858,Perfect,0,James Bridges,115,Drama|Romance,4.3,1985
114,6700000,Into the Night,0,John Landis,115,Comedy|Drama|Thriller,6.1,1985
860000,2451545,My Beautiful Laundrette,0,Stephen Frears,97,Drama,6.2,1985
2410000,10755447,Missing in Action 2: The Beginning,0,Lance Hool,100,Action|Adventure|War,5.0,1985
150000000,895921036,Harry Potter and the Goblet of Fire,1,Mike Newell,157,Adventure|Fantasy|Family,7.3,2005
150000000,374218673,Batman Begins,1,Christopher Nolan,140,Action|Crime|Drama,7.3,2005
180000000,748806957,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",0,Andrew Adamson,143,Adventure|Family|Fantasy,6.5,2005
54000000,132511035,V for Vendetta,1,James McTeigue,132,Action|Thriller|Fantasy,7.6,2005
40000000,158733820,Sin City,1,Robert Rodriguez|Frank Miller|Quentin Tarantino,124,Action|Thriller|Crime,7.1,2005
150000000,474968763,Charlie and the Chocolate Factory,0,Tim Burton,115,Adventure|Comedy|Family|Fantasy,6.5,2005
113000000,850000000,Star Wars: Episode III - Revenge of the Sith,1,George Lucas,140,Science Fiction|Adventure|Action,7.0,2005
50000000,104478416,The Hitchhiker's Guide to the Galaxy,0,Garth Jennings,109,Adventure|Comedy|Family|Science Fiction,6.6,2005
126000000,162949164,The Island,1,Michael Bay,136,Action|Thriller|Science Fiction|Adventure,6.4,2005
75000000,532680671,Madagascar,0,Eric Darnell|Tom McGrath,86,Family|Animation,6.4,2005
100000000,330579719,Fantastic Four,0,Tim Story,106,Action|Adventure|Fantasy|Science Fiction,5.6,2005
100000000,230427240,Constantine,1,Francis Lawrence,121,Drama|Fantasy|Horror,6.5,2005
40000000,285176741,Wedding Crashers,0,David Dobkin,119,Comedy|Romance,6.3,2005
62000000,52304001,Ã†on Flux,0,Karyn Kusama,93,Action|Science Fiction,5.3,2005
56000000,113006880,The Pacifier,1,Adam Shankman,95,Action|Comedy|Drama|Family|Thriller,5.8,2005
132000000,591739379,War of the Worlds,0,Steven Spielberg,116,Adventure|Thriller|Science Fiction,5.9,2005
85000000,162242962,Memoirs of a Geisha,1,Rob Marshall,145,Drama|History|Romance,7.1,2005
26000000,109449237,The 40 Year Old Virgin,1,Judd Apatow,116,Comedy|Romance,6.2,2005
150000000,314432665,Chicken Little,1,Mark Dindal,81,Animation|Family|Comedy,5.6,2005
70000000,368100420,Hitch,0,Andy Tennant,118,Comedy|Drama|Romance,6.3,2005
32000000,85167639,Transporter 2,0,Louis Leterrier,87,Action|Thriller|Crime,6.1,2005
25000000,122489822,Nanny McPhee,0,Kirk Jones,97,Fantasy|Comedy|Family,6.1,2005
130000000,211643158,Kingdom of Heaven,1,Ridley Scott,144,Drama|Action|Adventure|History|War,6.4,2005
43000000,154749918,Monster-in-Law,0,Robert Luketic,101,Comedy,5.7,2005
207000000,550000000,King Kong,0,Peter Jackson,187,Adventure|Drama|Action,6.4,2005
53000000,95226116,Be Cool,0,F. Gary Gray,118,Comedy|Crime,5.3,2005
50000000,44434439,Into the Blue,0,John Stockwell,110,Action|Thriller|Adventure|Crime,5.9,2005
28000000,121147947,Pride & Prejudice,1,Joe Wright,128,Drama|Romance,7.6,2005
14000000,178043761,Brokeback Mountain,1,Ang Lee,134,Drama|Romance,7.2,2005
75000000,260696994,Robots,0,Chris Wedge|Carlos Saldanha,91,Animation|Comedy|Family|Science Fiction,5.9,2005
87000000,71073932,xXx: State of the Union,0,Lee Tamahori,101,Action|Crime|Adventure,4.8,2005
25000000,39053061,The Sisterhood of the Traveling Pants,0,Ken Kwapis,119,Drama|Comedy,6.3,2005
110000000,478207520,Mr. & Mrs. Smith,0,Doug Liman,120,Action|Comedy|Drama|Thriller,6.5,2005
75000000,142400065,The Legend of Zorro,1,Martin Campbell,129,Action|Adventure|Drama|Western,5.8,2005
42000000,24127895,Lord of War,0,Andrew Niccol,122,Crime|Drama|Thriller,6.9,2005
65000000,64321501,Zathura: A Space Adventure,0,Jon Favreau,101,Family|Fantasy|Science Fiction|Adventure,5.9,2005
43000000,56681566,Elektra,1,Rob Bowman,97,Action,5.0,2005
40000000,117195061,Corpse Bride,1,Tim Burton|Mike Johnson,77,Romance|Fantasy|Animation|Music,7.0,2005
30000000,192452832,The Curse of the Were-Rabbit,1,Steve Box|Nick Park,85,Adventure|Animation|Comedy|Family,6.6,2005
70000000,88933562,Rumor Has It...,1,Rob Reiner,97,Comedy,5.2,2005
29000000,21126225,The Jacket,0,John Maybury,103,Drama|Mystery|Thriller|Fantasy,6.6,2005
72000000,96889998,Jarhead,0,Sam Mendes,125,Drama|War,6.4,2005
39000000,38869464,Serenity,0,Joss Whedon,119,Science Fiction|Action|Adventure|Thriller,7.3,2005
4000000,152925093,Saw II,0,Darren Lynn Bousman,92,Horror,6.2,2005
58000000,102854431,Just Like Heaven,0,Mark Waters,95,Comedy|Fantasy|Romance,6.5,2005
50000000,66002004,Herbie Fully Loaded,0,Angela Robinson,101,Comedy|Family|Adventure|Fantasy|Romance,5.2,2005
57000000,52034889,Elizabethtown,0,Cameron Crowe,123,Comedy|Drama|Romance,6.0,2005
45000000,92374674,Four Brothers,1,John Singleton,109,Action|Crime,6.6,2005
4800000,80578934,Hostel,1,Eli Roth,94,Horror,5.7,2005
15000000,15785148,Kiss Kiss Bang Bang,0,Shane Black,103,Action|Comedy|Crime|Mystery,7.1,2005
88000000,108539911,Cinderella Man,1,Ron Howard,144,Romance|Drama|History,7.0,2005
15000000,85306374,Match Point,0,Woody Allen,124,Drama|Thriller|Crime|Romance,7.1,2005
15000000,51053787,Hoodwinked!,1,Cory Edwards|Todd Edwards|Tony Leech,80,Animation|Comedy|Family,6.0,2005
25000000,122644820,Hide and Seek,0,John Polson,101,Horror|Mystery|Thriller,6.2,2005
85000000,131426169,Bewitched,0,Nora Ephron,102,Comedy|Fantasy|Romance,4.9,2005
60000000,55987321,Doom,0,Andrzej Bartkowiak,100,Action|Adventure|Science Fiction|Thriller|Horror,4.9,2005
60000000,129181830,Cheaper by the Dozen 2,0,Adam Shankman,94,Adventure|Comedy|Family,5.8,2005
30000000,50451307,Fever Pitch,0,Bobby Farrelly|Peter Farrelly,103,Comedy|Drama|Romance,5.7,2005
30000000,58405313,Must Love Dogs,1,Gary David Goldberg,98,Comedy|Romance,6.0,2005
20000000,7535331,Proof,1,John Madden,100,Drama|Mystery,6.1,2005
80000000,162944923,The Interpreter,1,Sydney Pollack,128,Action,6.2,2005
88000000,105316267,The Brothers Grimm,0,Terry Gilliam,118,Adventure|Fantasy|Action|Comedy|Thriller,5.4,2005
30000000,18618284,An Unfinished Life,1,Lasse HallstrÃ¶m,108,Drama,6.9,2005
52000000,77944725,Hostage,0,Florent-Emilio Siri,113,Mystery|Drama|Thriller|Crime,6.0,2005
50000000,110803676,The Dukes of Hazzard,1,Jay Chandrasekhar,104,Action|Adventure|Comedy,5.2,2005
70000000,130358911,Munich,0,Steven Spielberg,164,Drama|Action|History|Thriller,6.7,2005
19000000,144216468,The Exorcism of Emily Rose,0,Scott Derrickson,122,Crime|Drama|Horror|Thriller,6.2,2005
6500000,24793509,Thank You for Smoking,0,Jason Reitman,92,Comedy|Drama,7.1,2005
22000000,22400154,Deuce Bigalow: European Gigolo,0,Mike Bigelow,83,Comedy,4.8,2005
50000000,94000000,Syriana,1,Stephen Gaghan,128,Drama|Thriller,6.0,2005
22000000,57479076,Derailed,1,Mikael HÃ¥fstrÃ¶m,108,Drama|Thriller,6.2,2005
50000000,42093706,Oliver Twist,1,Roman Polanski,130,Crime|Drama|Family,6.6,2005
43000000,91974818,The Skeleton Key,0,Iain Softley,104,Drama|Horror|Mystery|Thriller,6.3,2005
12000000,10289,Chaos,0,Tony Giglio,106,Drama|Action|Crime,6.3,2005
30000000,93772522,Racing Stripes,0,Frederik Du Chau,102,Comedy,5.1,2005
7000000,54600000,"Good Night, and Good Luck.",1,George Clooney,93,Drama|History,6.4,2005
30000000,76669806,Coach Carter,0,Thomas Carter,136,Drama,7.3,2005
32000000,60740827,A History of Violence,0,David Cronenberg,96,Drama|Thriller|Crime,6.7,2005
19000000,108047131,The Amityville Horror,0,Andrew Douglas,90,Horror|Thriller|Drama,6.0,2005
100000000,202026112,Fun with Dick and Jane,1,Dean Parisot,90,Comedy,5.9,2005
45000000,50871113,Unleashed,1,Louis Leterrier,103,Action|Crime,6.5,2005
45000000,16809014,Rebound,0,Steve Carr,103,Comedy|Family,5.5,2005
35000000,68915888,Guess Who,0,Kevin Rodney Sullivan,105,Comedy|Romance,5.4,2005
169000,18564702,Keeping Mum,0,Niall Johnson,103,Comedy,6.5,2005
35000000,30526509,Two for the Money,1,D.J. Caruso,122,Comedy|Crime|Drama|Thriller,5.9,2005
2000000,5967038,Harsh Times,1,David Ayer,120,Crime|Drama|Thriller|Action,6.0,2005
55000000,223387299,Flightplan,0,Robert Schwentke,98,Thriller|Drama|Mystery,6.0,2005
30000000,35294470,Assault on Precinct 13,0,Jean-FranÃ§ois Richet,109,Thriller,5.9,2005
10000000,45742101,Broken Flowers,1,Jim Jarmusch,105,Comedy|Drama|Mystery|Romance,6.7,2005
20000000,12482775,The Weather Man,0,Gore Verbinski,101,Comedy|Drama,5.7,2005
1000000,27762648,Wolf Creek,0,Greg McLean,99,Horror|Thriller,5.8,2005
15000000,46770602,Land of the Dead,0,George A. Romero,93,Horror,5.8,2005
28000000,186438883,Walk the Line,0,James Mangold,136,Drama|Music|Romance,7.0,2005
30000000,42886719,A Lot Like Love,0,Nigel Cole,107,Comedy,6.5,2005
40000000,46442528,Get Rich or Die Tryin',0,Jim Sheridan,117,Drama,6.5,2005
45000000,56070433,Kicking & Screaming,0,Jesse Dylan,95,Romance|Comedy|Family,5.8,2005
4000000,866999,MirrorMask,0,Dave McKean,101,Adventure|Fantasy|Drama|Science Fiction|Family,6.5,2005
35000000,19294901,Cursed,0,Wes Craven,97,Horror|Comedy,5.0,2005
50000000,8342132,Stay,0,Marc Forster,99,Mystery|Thriller|Drama,6.4,2005
25000000,27645491,Ice Princess,0,Tim Fywell,98,Comedy,5.8,2005
82000000,190320568,The Longest Yard,0,Peter Segal,113,Comedy|Drama,6.2,2005
3000000,18637690,Waiting...,0,Rob McKittrick,94,Comedy,6.0,2005
32000000,97918663,Are We There Yet?,0,Brian Levant,95,Comedy|Family|Adventure|Romance,5.4,2005
80000000,5989640,A Sound of Thunder,1,Peter Hyams,110,Thriller|Science Fiction|Adventure|Action,4.8,2005
18000000,46201432,The Fog,1,Rupert Wainwright,100,Horror|Thriller,4.2,2005
135000000,76932943,Stealth,0,Rob Cohen,121,Action,5.0,2005
15000000,47175038,The Wedding Date,0,Clare Kilner,88,Comedy|Romance,6.2,2005
25000000,2405420,BloodRayne,1,Uwe Boll,95,Action|Adventure|Fantasy|Horror,3.8,2005
130000000,119269486,Sahara,0,Breck Eisner,124,Action|Adventure|Comedy|Drama|Mystery,5.6,2005
10000000,17297244,The Matador,0,Richard Shepard,96,Action|Comedy|Crime|Drama|Thriller,6.0,2005
7000000,49084830,Capote,1,Bennett Miller,114,Crime|Drama,6.7,2005
35000000,19478106,Valiant,0,Gary Chapman,76,Animation|Family|Adventure,5.3,2005
25000000,82466670,The Constant Gardener,0,Fernando Meirelles,129,Drama|Mystery|Thriller,6.7,2005
950000,7022209,Hard Candy,1,David Slade,103,Drama|Thriller,6.8,2005
40000000,68766121,House of Wax,0,Jaume Collet-Serra,113,Horror,5.3,2005
80000000,10166502,The Great Raid,0,John Dahl,132,Action|Adventure|Drama|History|War,6.5,2005
50000000,22944502,Domino,0,Tony Scott,127,Action|Crime,6.1,2005
25000000,36351350,Beauty Shop,0,Bille Woodruff,105,Comedy|Romance,5.1,2005
50000000,69425966,The Adventures of Sharkboy and Lavagirl,0,Robert Rodriguez,92,Adventure|Fantasy|Action|Family,4.3,2005
25000000,15431177,The Greatest Game Ever Played,0,Bill Paxton,120,Drama|Family,7.0,2005
15000000,12036149,The Three Burials of Melquiades Estrada,0,Tommy Lee Jones,121,Adventure|Crime|Drama|Mystery|Western,6.7,2005
1000000,10047674,Cry_Wolf,0,Jeff Wadlow,90,Horror|Thriller,5.4,2005
30000000,27610873,Goal!: The Dream Begins,0,Danny Cannon,118,Drama,6.5,2005
10000000,91196419,White Noise,0,Geoffrey Sax,101,Drama|Horror|Thriller,5.5,2005
475000,3919254,Brick,1,Rian Johnson,110,Drama|Mystery,6.8,2005
30000000,251495,Dominion: Prequel to the Exorcist,0,Paul Schrader,117,Horror|Thriller|Drama,4.6,2005
30000000,30536013,The New World,0,Terrence Malick,135,Drama|History|Romance,6.1,2005
14200000,674918,Manderlay,0,Lars von Trier,139,Drama,6.9,2005
35000000,86369815,Sky High,1,Mike Mitchell,100,Adventure|Comedy|Family,5.8,2005
900000,381420,The Quiet,0,Jamie Babbit,96,Drama|Thriller,5.6,2005
26000000,57891803,Red Eye,0,Wes Craven,85,Horror|Thriller,6.1,2005
7000000,2697930,Everything is Illuminated,1,Liev Schreiber,106,Comedy|Drama,7.4,2005
